SYMBOL,Date,Series,Prev Close,Open,High,Low,Last,Volume,Deliverable Volume,%Deliverble,Descripency Detail,Descripency,3 day price
COALINDIA,2022-06-14,EQ,191.05,189.1,194.5,189.1,192.2,6727598,1851774,27.530000000000005,-,0,0
COALINDIA,2022-06-15,EQ,192.2,192.15,193.85,189.15,190.25,5805589,2030892,34.98,-,0,0
COALINDIA,2022-06-16,EQ,190.05,191.55,192.8,179.1,179.8,14490962,6191514,42.73,-,0,0
CIPLA,2022-06-14,EQ,954.75,955.0,970.8,950.8,968.05,1570434,743173,47.32,-,0,0
CIPLA,2022-06-15,EQ,964.7,965.0,974.9,964.0,966.4,1112618,513076,46.11,-,0,0
CIPLA,2022-06-16,EQ,968.8,976.0,977.75,927.8,948.25,1898194,849562,44.76,-,0,0
CHOLAFIN,2022-06-14,EQ,609.0,600.0,628.5,600.0,617.45,3085086,1127496,36.55,-,0,0
CHOLAFIN,2022-06-15,EQ,618.85,619.9,636.0,617.3,631.15,1782217,585161,32.83,-,0,0
CHOLAFIN,2022-06-16,EQ,633.15,639.0,657.0,619.45,628.9,2835716,636193,22.44,-,0,0
BRITANNIA,2022-06-14,EQ,3359.0,3359.55,3393.0,3330.05,3385.05,224645,92413,41.14,-,0,0
BRITANNIA,2022-06-15,EQ,3382.85,3388.0,3402.9,3352.05,3394.05,245702,113509,46.2,-,0,0
BRITANNIA,2022-06-16,EQ,3385.4,3400.1,3431.9,3372.05,3391.1,481507,251716,52.28,-,0,0
BPCL,2022-06-14,EQ,317.95,317.3,320.75,311.65,314.5,5049196,2205458,43.68,-,0,Price decreasing with decreasing volume
BPCL,2022-06-15,EQ,314.3,316.85,316.85,308.0,313.45,4993654,1992667,39.900000000000006,-,0,Price decreasing with decreasing volume
BPCL,2022-06-16,EQ,314.0,318.0,319.8,310.3,311.15,4360359,1976626,45.33,-,0,Price decreasing with decreasing volume
BOSCHLTD,2022-06-14,EQ,13860.45,13830.0,14079.45,13751.15,13810.0,8777,1933,22.02,-,0,0
BOSCHLTD,2022-06-15,EQ,13796.9,13824.0,13939.55,13755.9,13872.0,13446,4884,36.32,-,0,0
BOSCHLTD,2022-06-16,EQ,13871.15,14080.0,14080.0,13500.0,13570.0,13252,3851,29.059999999999995,-,0,0
BHARTIARTL,2022-06-14,EQ,671.3,669.1,689.4,669.1,683.4,8878530,4763834,53.66,-,0,0
BHARTIARTL,2022-06-15,EQ,682.05,681.95,685.0,673.5,681.0,6005970,3137307,52.239999999999995,-,0,0
BHARTIARTL,2022-06-16,EQ,682.1,683.1,683.9,650.0,653.5,9525587,5902709,61.970000000000006,-,0,0
BERGEPAINT,2022-06-14,EQ,572.1,569.0,576.9,563.5,571.45,583440,138847,23.8,-,0,0
BERGEPAINT,2022-06-15,EQ,570.3,575.0,577.25,565.0,575.65,597389,183310,30.69,-,0,0
BERGEPAINT,2022-06-16,EQ,575.55,580.0,581.75,563.7,569.8,551771,166652,30.2,-,0,0
BANKBARODA,2022-06-14,EQ,99.95,99.1,102.15,99.1,100.65,18606407,4384441,23.56,-,0,0
BANKBARODA,2022-06-15,EQ,100.55,101.0,102.1,99.4,100.2,15884977,4818426,30.330000000000002,-,0,0
BANKBARODA,2022-06-16,EQ,100.1,101.6,102.15,97.05,97.85,24322328,6276874,25.81,-,0,0
BANDHANBNK,2022-06-14,EQ,307.1,307.1,318.95,306.45,314.3,3906778,1011532,25.89,-,0,0
BANDHANBNK,2022-06-15,EQ,314.35,315.0,318.35,313.0,314.15,2154125,479830,22.27,-,0,0
BANDHANBNK,2022-06-16,EQ,314.0,318.7,324.4,307.1,309.35,4452735,642586,14.430000000000001,-,0,0
BAJFINANCE,2022-06-14,EQ,5358.25,5347.0,5461.0,5284.2,5383.75,1884541,632395,33.56,-,0,0
BAJFINANCE,2022-06-15,EQ,5375.75,5418.0,5499.9,5396.15,5495.0,1659943,593034,35.73,-,0,0
BAJFINANCE,2022-06-16,EQ,5484.95,5565.0,5614.95,5254.85,5286.0,2179686,671304,30.8,-,0,0
BAJAJHLDNG,2022-06-14,EQ,4927.9,4951.0,5009.8,4891.25,4892.1,210550,193555,91.93,-,0,0
BAJAJHLDNG,2022-06-15,EQ,4912.4,4939.95,5069.15,4912.5,4933.0,25626,7006,27.340000000000003,-,0,0
BAJAJHLDNG,2022-06-16,EQ,4966.0,4940.0,5011.15,4751.1,4760.0,32071,11875,37.03,-,0,0
BAJAJFINSV,2022-06-14,EQ,11386.05,11385.0,11577.65,11265.05,11356.0,366948,84431,23.01,-,0,0
BAJAJFINSV,2022-06-15,EQ,11336.5,11400.0,11870.0,11400.0,11815.0,496289,73380,14.790000000000001,-,0,0
BAJAJFINSV,2022-06-16,EQ,11809.7,12025.0,12069.8,11411.05,11450.0,394041,53450,13.56,-,0,0
BAJAJ-AUTO,2022-06-14,EQ,3881.25,3885.0,3915.75,3602.95,3693.95,1733394,396185,22.86,-,0,Price decreasing with decreasing volume
BAJAJ-AUTO,2022-06-15,EQ,3681.75,3700.0,3742.65,3645.0,3688.55,753821,187530,24.88,-,0,Price decreasing with decreasing volume
BAJAJ-AUTO,2022-06-16,EQ,3698.1,3736.8,3736.8,3633.0,3650.0,438590,161534,36.83,-,0,Price decreasing with decreasing volume
AXISBANK,2022-06-14,EQ,648.95,645.0,655.7,643.1,650.9,5391833,2315832,42.95,-,0,0
AXISBANK,2022-06-15,EQ,650.75,654.0,656.35,647.2,651.1,4638336,2186750,47.15,-,0,0
AXISBANK,2022-06-16,EQ,650.5,657.5,658.2,631.05,634.3,5960283,2856742,47.93,-,0,0
ASIANPAINT,2022-06-14,EQ,2660.75,2617.0,2666.35,2585.0,2644.0,2296040,1040611,45.32,-,0,0
ASIANPAINT,2022-06-15,EQ,2635.4,2650.0,2683.6,2627.1,2660.1,928842,391553,42.15,-,0,0
ASIANPAINT,2022-06-16,EQ,2661.15,2694.95,2725.45,2640.0,2658.0,1280628,639240,49.92,-,0,0
APOLLOHOSP,2022-06-14,EQ,3651.9,3628.2,3757.85,3622.75,3701.1,655865,213020,32.48,-,0,0
APOLLOHOSP,2022-06-15,EQ,3706.2,3737.95,3756.1,3645.9,3710.0,466405,143560,30.78,-,0,0
APOLLOHOSP,2022-06-16,EQ,3722.7,3745.0,3775.0,3647.0,3647.0,678602,298620,44.01,-,0,0
AMBUJACEM,2022-06-14,EQ,362.7,362.1,363.3,358.0,358.95,6976071,3763126,53.94,-,0,0
AMBUJACEM,2022-06-15,EQ,359.55,359.9,362.45,359.0,361.65,4077501,2853992,69.99,-,0,0
AMBUJACEM,2022-06-16,EQ,361.95,363.85,364.15,358.65,360.5,2940387,1695519,57.66,-,0,0
ADANITRANS,2022-06-14,EQ,2051.9,2041.6,2119.0,2040.5,2060.0,353481,228904,64.76,-,0,0
ADANITRANS,2022-06-15,EQ,2057.5,2086.0,2120.0,2038.3,2054.0,396775,285026,71.84,-,0,0
ADANITRANS,2022-06-16,EQ,2057.3,2104.0,2150.0,2059.05,2123.0,596230,315372,52.89,-,0,0
ADANIPORTS,2022-06-14,EQ,695.25,695.4,721.8,693.55,704.75,6144330,1148004,18.68,-,0,0
ADANIPORTS,2022-06-15,EQ,704.7,710.9,713.3,701.6,703.8,2447673,403984,16.5,-,0,0
ADANIPORTS,2022-06-16,EQ,703.75,711.95,717.1,677.0,678.0,4301251,908743,21.13,-,0,0
ADANIGREEN,2022-06-14,EQ,1798.7,1790.0,1834.8,1756.05,1785.1,1561899,589645,37.75,-,0,0
ADANIGREEN,2022-06-15,EQ,1788.75,1819.8,1822.0,1751.0,1756.0,1493285,625100,41.86,-,0,0
ADANIGREEN,2022-06-16,EQ,1757.85,1787.0,1805.0,1680.05,1714.0,2137604,776732,36.34,-,0,0
ADANIENT,2022-06-14,EQ,2079.75,2274.0,2274.0,2053.1,2197.6,6515102,878680,13.489999999999998,-,0,0
ADANIENT,2022-06-15,EQ,2196.45,2218.4,2219.7,2174.2,2176.5,1313510,192599,14.66,-,0,0
ADANIENT,2022-06-16,EQ,2184.6,2205.0,2217.3,2076.05,2084.95,2131789,356132,16.71,-,0,0
